fdcNumber	conceptId	Keytype	indexTerm-en	indexTerm-de	indexTerm-sv	indexTerm-fi	indexTerm-fr	indexTerm-sl	indexTerm-sp	Match	agrovocConcept	scopeNote	fi-new-term	seÄven	USE-se	RT-se	v2016-se	altLabel-en	altLabel-de	altLabel-sv	altLabel-fi	altLabel-fr	altLabel-sl	altLabel-sp	hiddenLabel-en	hiddenLabel-de	hiddenLabel-sv	hiddenLabel-fi	hiddenLabel-fr	hiddenLabel-sl	hiddenLabel-sp
114.30	158	closeMatch	soil formation processes	Bodenbildungsprozesse	jordmånsbildningsprocesser	maannostumisen prosessit			suelo, formación del, procesos en general 																						
114.31	159	closeMatch	climate influence on soil development	Klima, Einfluß auf die Bodenbildung	klimatens inverkan på jordmånsbildning	ilmaston vaikutus maannoksen muodostumiseen			clima, su influencia en la formación del suelo									Soil formation: relation to climate	Bodenbildung: Beziehungen zum Klima	jordmånsbildning, klimatets inflytande				formación del suelo en relación con el clima							
114.31	160	closeMatch	soil water movement	Bodenwasserbewegung	vattenrörelse i jord	veden liike maaperässä	mouvement de l'eau dans le sol		movimiento del agua en el suelo		c_7209							Soil formation: influence of water movement	Wassertransfer (boden);Wirkungen der Wasserbewegung auf das Bodenprofil	vattenrörelsens inverkan på jordmånsbildning	veden liikkeen vaikutus maannoksen muodostumiseen	transfert de l'eau (sol);percolation de l'eau du sol;circulation de l'eau dans le sol		agua del suelo, efectos del movimiento en el perfil |transferencia de agua (suelo);percolación del agua del suelo							
114.31	161	closeMatch	soil leaching	Bodenauswaschung	urlakning	uuttuminen	lessivage du sol		lavado del suelo 		c_15591								Bodenauslaugung		huuhtoutuminen	lixiviation;éluviation;percolation									
114.32	162	closeMatch	weathering	Verwitterung	vittring	rapautuminen	Altération atmosphérique		meteorización		c_8343	as factor in soil formation;  als Faktor der Bodenbildung;som en faktor vid jordmånsbildning;vaikutus maannoksen muodostumiseen;; en la formación del suelo																			
114.32	163	closeMatch	parent material of soils	Ausgangsmaterial (Boden)	ursprungsmaterialet	emokallio	Roche mère		elemento primario del suelo		c_7181 								Muttergestein;Ausgangsgestein (Boden)	ursprungsmaterialets inflytande på jordmånsbildning	maannoksen ainesten lähde	Matériau originel du sol		roca madre del suelo;material de partida							
114.33	164	closeMatch	vegetation: effects on soil development	Vegetation: Einfluß auf die Bodenentwicklung	vegetation: inverkan på jordmånsbildning	kasvillisuus: vaikutus maannoksen muodostumiseen			vegetación: efectos en la formación del suelo									Soil formation: relation to vegetative cover	Bodenbildung: Beziehungen zur Pflanzendecke	jordmånsbildning, relation till växttäcket											
114.35/.36	165	exactMatch	soil horizons	Bodenhorizonte	jordhorisonter	maaprofiilit	Horizon du sol		horizontes del suelo 		c_32749							perfil del suelo													
114.351	166	exactMatch	forest litter	Waldstreu	förna	karike	litière forestière		hojarasca forestal										Bodenstreu|Abraum (waldstreu)		karikekerros	rémanents (litière forestière)		cubierta vegetal muerta;despojos vegetales;restos (hojarasca forestal)							
114.354	167	exactMatch	humus layers	Humushorizonte	humuslager	humuskerros			capas de humus 																						
114.355	168	closeMatch	mor humus	Moder	mår	kuntta			mor									mor|raw humus	Rohhumus	råhumus				humus no incorporado al suelo mineral							
114.356	169	closeMatch	mild humus	Milder Humus														mild humus (soil horizons)	Humushorizonte (milder Humus)|Mull												
114.356	170	closeMatch	mull humus	Mull	mull	multa			mull, humus 											humuslager (mull)				capas de humus (mull)|humus incorporado al suelo mineral							
114.36	171	exactMatch	mineral soil	Mineralboden	mineraljordshorisonter	mineraalimaat	Sol minéral		suelo mineral 		c_4853								Bodenhorizonte	mineraljordar											
114.361	172		eluvial horizons	Auswaschungshorizonte	urlakningsskikt	uuttumiskerros			horizontes eluviales del suelo									eluvial soil horizons													
114.361	173		soil concretions on surface	Bodenkonkretionen an der Oberfläche	ytliga markkonkretioner	konkreetiot maan pinnalla			concreciones del suelo en la superficie  																						
114.361	174		soil pans on surface	Bodenverdichtungen an der Oberfläche	skorpbildning	anturamaa maan pinnalla			capas del suelo: superficiales  										Verdichtungen an der Oberfläche			depósitos en el suelo: superficiales									
114.361	175		soil horizons: A	Bodenhorizonte: A	jordhorisont A	maahorisontit: A			horizontes del suelo A 		c_47a98f68														Horizons, soil: A	Horizonte des Bodens: A	horisonter, jord, A				
114.362	176		Illuvial horizons, soil	Anreicherungshorizonte, Boden	anrikningsskikt	rikastumiskerros			horizontes iluviales del suelo 																Soil horizons: illuvial|Horizons, soil: illuvial	Bodenhorizonte: Anreicherungshorizonte|Horizonte des Bodens: Anreicherungshorizonte	horisonter, jord, anrikningsskikt				
114.362	177		concretions, soil: below surface	Konkretionen, Boden: unterhalb der Oberfläche	markkonkretioner: under ytskiktet	konkreetiot: maanpinnan alla			concreciones del suelo: debajo de la superficie 																soil concretions: below surface						
114.362	178		soil pans: below surface	Bodenverdichtungen: unterhalb der Oberfläche	skorpbildning: under ytskiktet	anturamaa: maanpinnan alla			capas del suelo: duras, debajo de la superficie 																Pans, soil: below surface	Verdichtungen, Boden: unterhalb der Oberfläche					
114.362	179		soil horizons: B	Bodenhorizonte: B	jordhorisont B	maahorisontit: B			horizontes del suelo B 		c_6381571a														Horizons, soil: B	Horizonte des Bodens: B	horisonter, jord, B				
114.362	180		hardpan	Ortstein	ortsten	anturamaa	horizon indurés		toscas		c_c27ddf24									skenhälla											
114.363	181		soil horizons: C	Bodenhorizonte: C	jordhorisont C	maahorisontit: C			horizontes del suelo C 		c_016fddeb														Horizons, soil: C	Horizonte des Bodens: C	horisonter, jord, C				
114.364	182	exactMatch	Gley horizons	Glei-Horizonte	gleyhorisonter	gleimaannos			Gley, horizontes  																Soil horizons: gley|Horizons, soil: gley	Bodenhorizonte: Gleihorizonte|Horizonte des Bodens: Glei-Horizonte	horisonter, jord, gley				horizontes del suelo gley 
114.38	183	P	soil depth	Bodentiefe	markprofilens djup	maaperän syvyys			profundidad del suelo 											jorddjup					Depth, soil	Tiefe des Bodens|Gründigkeit des Bodens	djup, markprofilens				depósitos en el suelo: debajo de la superficie  
114.4	184		soil classification	Bodenklassifizierung	markklassifikation	maaperän luokittelu			clasificación de los suelos																						
114.4	185		soil types	Bodentypen	jordmånstyper	maaluokat			tipos de suelos																						
114.411	186		soil catenas	Catenen, Boden	katenor	rinnemaannokset			catenas del suelo									Catenas, soil													
114.411	187		soil types: spatial disposition	Bodentypen: räumliche Anordnung	jordmånstyper, förekomst i landskapet	maannostyyppien alueellinen jakauma			disposición espacial de los tipos de suelos 									Spatial disposition of soil types													
114.44	188		genetic classification of soils	Genetische Einteilung der Bodentypen	genetisk jordmånsklassifikation	maannostyyppien geneettinen luokittelu			clasificación genética de suelos  																Soil classification: genetic|Soil types: genetic	Bodenklassifizierung: genetische|Bodentypen: Genetik	markklassifikation, genetisk|jordmånstyper, genetiska				
114.441	189		zonal soils of humid climates	Zonale Böden: humider Klimate	zonala jordar: i humida klimat	kosteiden ilmastojen maannokset			suelos zonales de los climas húmedos 																Soil types: zonal, of humid climates	Bodentypen: zonale Böden humider Klimate	jordmånstyper, zonala, i humida klimat				
114.441.1	190	exactMatch	tundra soils	Tundra-Böden	tundrajordar	tundramaat			suelos de tundra																						
114.441.2	191	exactMatch	podsole	Podzols	podsoler	podsolit			podzoles 																						
114.441.3	192	exactMatch	brown earths	Braunerden	brunjordar	ruskomaannos			tierras pardas 																						
114.441.4	193	exactMatch	grey-brown podzolic soils	Podsolige braune Waldböden	podsoliska jordar, gråbruna	ruskopodsoli			suelos podzólicos pardo grisáceos 											parabrunjord|gråbruna podsoliska jordar					Grey-brown podzolic soils		"gråbruna podsoliska jordar"				
114.441.5	194	exactMatch	degraded Chernozems	Tschernoseme: degradierte	chernozem, degraderade	tsernosemit, hajonneet			chernozems degradados 																						
114.441.6	195	exactMatch	prairie soils	Prärie-Böden	präriejordar	preeriamaannos			suelos  de pradera																						
114.441.7	196		laterite and lateritic soils	Laterite und lateritische Böden	laterit och lateritiska jordar	lateriittimaannos			suelos de laterita y lateríticos												latosolit										
114.441.7	197		red earths	Roterden	röda jordar	punaiset maannokset			tierras rojas									Terra rossa	Terra rossa	Terra rossa	Terra rossa			terra rossa 							
114.441.7	198		subtropical soils of humid climates	Subtropische Böden: humider Klimate	subtropiska jordar: i humida klimat	subtrooppiset maannokset: kosteassa ilmastossa			suelos subtropicales de climas húmedos																						
114.441.7	199		tropical soils of humid climates	Tropische Böden: humider Klimate	tropiska jordar: i humida klimat	trooppiset maannokset kosteassa ilmastossa			suelos tropicales de climas húmedos 																						
114.441.7	200		yellow earths	Gelberden	gula jordar	keltaiset maannokset			tierras  amarillas																						
114.442	201		zonal soil types of semi-arid and arid climates	Bodentypen: zonale Böden semi-arider und arider Klimate	jordmånstyper, zonala, i semiarida och arida klimat	maannokset, vyöhykkeiest puoliaavikot ja kuivat ilmastot			suelos zonales de los climas semiáridos y áridos 																Zonal soils: of semi-arid and arid climates	Zonale Böden: semi-arider und arider Klimate	zonala jordar: i semiarida och arida klimat				
114.442.1	202	exactMatch	Chernozems	Tschernoseme	chernozem	mustamulta			chernozems 												tšernoseemi										
114.442.2	203	exactMatch	chestnut earths	Kastanienfarbige Böden	kastanjebruna jordar	kastanjanruskeat maannokset			suelos  castaños																						
114.442.3	204	exactMatch	brown semi-desert soils	Braune Halbwüstenböden	bruna halvökenjordar	ruskomaa			pardos semidesérticos, suelos  																						
114.442.3	205		semi-desert soils: temperate (brown)	Halbwüstenböden: gemäßigte Zone (braun)	halvökenjordar: tempererade (bruna)				suelos semidesérticos: templados (pardos) 																						
114.442.3/.4	206		semi-desert soils: temperate	Halbwüstenböden: gemäßigte Zone	halvökenjordar: tempererade				suelos semidesérticos: templados 																						
114.442.4	207		grey semi-desert soils	Graue Halbwüstenböden	grå halvökenjordar				suelos grises semidesérticos 																						
114.442.4	208		semi-desert soils: temperate (grey)	Halbwüstenböden: gemäßigte Zone (grau)	halvökenjordar: tempererade (grå)				suelos semidesérticos: templados (grises) 																						
114.442.5	209		desert soils: temperate	Wüstenböden: gemäßigte Zone	ökenjordar: tempererade	aavikkomaannos: temperaattinen			suelos desérticos, templados 																						
114.442.7	210		Chernozems: tropical	Tschernoseme: tropische	chernozem, tropiska	tšernoseemit, trooppiset			chernozems tropicales 																						
114.442.7	211		desert soils: tropical	Wüstenböden: tropische	ökenjordar: tropiska	aavikkomannos: trooppinen			suelos desérticos tropicales 																						
114.442.7	212		red desert soils	Rote Wüstenböden	röda ökenjordar	punaiset aavikkomaannokset			suelos desérticos rojos																						
114.442.7	213		semi-desert soils: subtropical and tropical	Halbwüstenböden: subtropische und tropische	halvökenjordar: subtropiska och tropiska				suelos semidesérticos subtropicales  y tropicales 																						
114.442.7	214		subtropical soils: of semi-arid and arid climates	Subtropische Böden: semi-arider und arider Klimate	subtropiska jordar: i arida och semiarida klimat				subtropicales, suelos de los climas semiáridos y áridos 																						
114.442.7	215		tropical soils: of semi-arid and arid climates	Tropische Böden: semi-arider und arider Klimate	tropiska jordar: i arida och semiarida klimat				suelos tropicales de climas semiáridos y áridos 																						suelos intrazonales
114.443	216		groundwater soils: non-peaty	Grundwasser-Böden: nicht- torfige	grundvattenbetingade jordar: minerogena				húmedos, suelos no turbosos 																						
114.443	217		soil types: non-peaty groundwater	Bodentypen: nicht-torfige Grundwasserböden	jordmånstyper, grundvattenbetingade minerogena				tipos de suelos, húmedos no turbosos 																						
114.443.1	218		gleysols	Gleysol	gleyjordar	gleysolit	gleysol		Gleysoles		c_3276 							Gleys (as soil type)	Glei-Böden (als Bodentyp)					Gleys (como tipo de suelo);suelo hidromorfo;suelo gley							
114.443.1	219		meadow soils	Wiesenböden	fuktängars-jordar	niittymaannokset			suelos de prado																						
114.443.7	220		Vlei soils	Vlei-Böden	Vlei-jordar	vlei-maannokset			Vlei (suelos) 																						
114.444	221		peat soils	Torfböden	torvjordar	turvemaat			suelos turbosos húmedos									Fenny soils	Moorböden						Soil types: peaty|Groundwater soils: peaty	Bodentypen: Torfböden|Grundwasser-Böden: torfige	jordmånstyper, torvjordar|grundvattenbetingade jordar: torv				suelos de turba (turbosos) 
114.445.1	222		saline soils	Salz-Böden	saltjordar	suolamaat			suelos salinos																						
114.445.1	223		Solonchak soils	Solontschak-Böden	solonchak	solonchak			Solonchak (suelos) 																						
114.445.2	224		alkali soils	Alkali-Böden	alkalijordar	alkalimaat			suelos  alcalinos																						
114.445.2	225		Solonetz soils	Solonez-Böden	solonetz	solonetz			Solonetz (suelos) 																						
114.445.2	226		Szik soils	Szik-Böden	szik-jordar	szik-maannokset			Szik (suelos) 																						
114.445.3	227		degraded alkali soils	Degradierte Alkali-Böden	degraderad alkalijordar	rapautuneet alkalimaat			desradados  alcalinos																Alkali soils, degraded	Alkali-Böden: degradierte	alkalijordar, degraderad				
